KeyParamGroup	EntitySet	ParamGroup	ArterialSpinLabelingType	Cluster_EchoTime	Cluster_EffectiveEchoSpacing	Cluster_RepetitionTime	Cluster_TotalReadoutTime	Cluster_VoxelSizeDim1	Cluster_VoxelSizeDim2	Cluster_VoxelSizeDim3	Counts	Dim1Size	Dim2Size	Dim3Size	EchoTime	EchoTime_x	EffectiveEchoSpacing	EffectiveEchoSpacing_x	EntitySetCount	FlipAngle	HasFieldmap	ImageOrientation	M0Type	Modality	MultibandAccelerationFactor	NSliceTimes	NumVolumes	Obliquity	ParallelReductionFactorInPlane	PartialFourier	PhaseEncodingDirection	RepetitionTime	RepetitionTime_x	TotalReadoutTime	TotalReadoutTime_x	UsedAsFieldmap	VoxelSizeDim1	VoxelSizeDim1_x	VoxelSizeDim2	VoxelSizeDim2_x	VoxelSizeDim3	VoxelSizeDim3_x	FilePath
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765629768371582	0.9765629768371582	0.9765629768371582	/sub-19977/ses-1/anat/sub-19977_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765629768371582	0.9765629768371582	0.9765629768371582	/sub-19981/ses-1/anat/sub-19981_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765629768371582	0.9765629768371582	0.9765629768371582	/sub-20011/ses-1/anat/sub-20011_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765629768371582	0.9765629768371582	0.9765629768371582	/sub-20017/ses-1/anat/sub-20017_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765629768371582	0.9765629768371582	0.9765629768371582	/sub-20120/ses-1/anat/sub-20120_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765629768371582	0.9765629768371582	0.9765629768371582	/sub-20151/ses-1/anat/sub-20151_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765629768371582	0.9765629768371582	0.9765629768371582	/sub-20153/ses-1/anat/sub-20153_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765629768371582	0.9765629768371582	0.9765629768371582	/sub-20189/ses-1/anat/sub-20189_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765629768371582	0.9765629768371582	0.9765629768371582	/sub-20197/ses-1/anat/sub-20197_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765629768371582	0.9765629768371582	0.9765629768371582	/sub-20247/ses-1/anat/sub-20247_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765625	0.9765629768371582	0.9765625	/sub-20313/ses-1/anat/sub-20313_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765629768371582	0.9765629768371582	0.9765629768371582	/sub-20320/ses-1/anat/sub-20320_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765625	0.9765629768371582	0.9765625	/sub-20322/ses-1/anat/sub-20322_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765629768371582	0.9765629768371582	0.9765629768371582	/sub-20325/ses-1/anat/sub-20325_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765625	0.9765629768371582	0.9765625	/sub-20326/ses-1/anat/sub-20326_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765625	0.9765629768371582	0.9765625	/sub-20327/ses-1/anat/sub-20327_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765625	0.9765629768371582	0.9765625	/sub-20362/ses-1/anat/sub-20362_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765625	0.9765629768371582	0.9765625	/sub-20386/ses-1/anat/sub-20386_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765625	0.9765629768371582	0.9765625	/sub-20387/ses-1/anat/sub-20387_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765625	0.9765629768371582	0.9765625	/sub-20461/ses-1/anat/sub-20461_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765625	0.9765629768371582	0.9765625	/sub-20589/ses-1/anat/sub-20589_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765625	0.9765629768371582	0.9765625	/sub-20649/ses-1/anat/sub-20649_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765625	0.9765629768371582	0.9765625	/sub-20699/ses-1/anat/sub-20699_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765625	0.9765629768371582	0.9765625	/sub-20809/ses-1/anat/sub-20809_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765625	0.9765629768371582	0.9765625	/sub-20888/ses-1/anat/sub-20888_ses-1_T2w.nii.gz
datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1		0.0		0.0		0.0	0.0	0.0	228	176	256	256	0.408	0.408			228	120	False	RAS+		anat		0	1	False	2.0	1.0	i	3.2	3.2			False	1.0	1.0	0.9765629768371582	0.9765625	0.9765629768371582	0.9765625	/sub-20940/ses-1/anat/sub-20940_ses-1_T2w.nii.gz
